gene,exp1_value1,exp1_value2,exp1_value3,exp1_value4,exp1_value5,exp1_value6,exp1_value7,exp1_value8,exp1_value9,exp2_value1,exp2_value2,exp2_value3,exp2_value4,exp2_value5,exp2_value6,exp2_value7,exp2_value8,exp2_value9,exp1_cluster,exp2_cluster
SCO2370,0.3023630116,-1.8355611996999999,-1.3087030938,0.8287212521,0.20488926340000002,0.9801804609,0.1978911481,-0.35545982260000003,0.98567898,-1.5182567236,0.08942752970000001,0.0240608847,1.3012245638,0.8691342797,0.6318030764,0.3180431804,-1.6533477899,-0.0620890013,exp1_1,exp2_1
SCO2387,-2.3077392918,-0.0888264555,0.8978815929,0.8144756494000001,0.6350741861,0.5280627869,0.2794186535,-0.6522099984,-0.10613712310000001,-2.2672403301,-0.6642668787,0.3299875879,0.7986953742,0.47695224220000004,-0.23790788170000002,0.7431125883,-0.0889244822,0.9095917800000001,exp1_1,exp2_1
SCO2388,-2.3192960539,-0.3825350853,0.4682512803,0.7282334586,0.7735709502,0.7459434163,0.46400089040000003,-0.5858453991,0.1076765425,-2.1295884418,0.2654854164,-0.9366351062,0.7450560706,0.6377317178,0.8685692854,0.6851767861,0.33345913190000004,-0.46925486,exp1_1,exp2_1
SCO2390,-2.2520523498,-0.2225310081,0.9924352936,0.8551101316,0.5905785037,0.399768805,0.3123143597,-0.7429210957,0.06729736010000001,-2.060094987,-0.6042281303,-0.6281483965,-0.2165377266,0.2197381313,0.6942533074,1.1234110237000001,0.5430341853,0.9285725928,exp1_1,exp2_1
SCO2504,-0.6938526608000001,-1.6322302362999999,-0.8406582303,1.4701701786,0.6373657442,0.7560788899,0.5630567522000001,-0.7033678366,0.44343739930000003,-0.6850489618000001,-0.9372656812000001,-1.3892009154,-0.4306593479,-0.4718906921,0.393618799,1.0589269098,1.2956114572000001,1.1659084325,exp1_1,exp2_1
SCO2508,-0.2558770808,-1.9778872433,-0.4416418758,1.188960213,0.2100092302,0.9972981230000001,0.5314118119,-0.8544525311000001,0.6021793529,-0.1231721125,1.0432971199,0.22361603770000002,0.6825787903,0.6679154436,0.7463643486,0.0205286854,-1.4582698324,-1.8028584805999999,exp1_1,exp2_1
SCO2532,0.8469034441000001,-1.4017449910000002,0.1846302749,1.2815736895,-0.4177473881,0.5063547085,0.8879746484000001,-1.5095569023,-0.378387484,-2.3690178034000002,1.1032774417,0.31850622370000004,-0.3005743341,-0.36190139660000004,0.4446032716,0.413509375,0.6893735651,0.062223657,exp1_1,exp2_1
SCO2562,-0.1801997082,-0.5324841708,0.3245981499,2.0258743353,0.543701901,0.0152752071,0.032459815,-1.7031855863,-0.5260399429,-0.1697769948,-2.5785540335,0.2516807461,0.22699139000000002,0.38660286110000003,0.48946358700000003,0.180672767,0.7647325207,0.4481871564,exp1_1,exp2_1
SCO2571,-1.0022136944,-1.3335141929,-0.3090780892,1.956589836,0.5321503655,0.3352021429,0.06497086070000001,-0.7793110548000001,0.5352038263000001,-1.5841916521,0.3678938027,-1.2691084114,-0.28750481510000003,-0.5006796215,0.2781849839,0.8980136386,1.4534635998,0.6439284751000001,exp1_1,exp2_1
SCO2592,-0.9860340057,-1.8088237138,-1.0191955068,1.0608476337,0.6335929314000001,0.4423135483,0.5389144428,0.4014624238,0.7369222463,-0.9560690466,-1.3883120782,-1.2008588755,-0.5490083725,0.6374686818,0.8035269288,0.9319275805,0.7798595321,0.9414656496,exp1_1,exp2_1
SCO2593,-0.9906243577,-1.9644673605,-0.7373307819,1.100227582,0.5558823818,0.35765262680000004,0.5165510812,0.4662070164,0.6959018119,-1.042489509,-0.7368674197,-1.5159149055999999,0.062123902,-0.5503581698000001,0.5918046698,1.0146139869,1.1778783523,0.9992090931000001,exp1_1,exp2_1
SCO2594,-0.4998605863,-2.0876530367,-1.0234742295,0.9325429233,0.5793862395,0.4597838426,0.5365365619,0.4254099254,0.6773283598000001,-1.7559732858000001,-0.5197048723000001,0.2673774607,1.3140353895999999,1.1155660131,0.5051078348,0.5004770504,-0.5132117073,-0.9136738831000001,exp1_1,exp2_1
SCO2597,-0.9450178212,-1.8880009419000001,-0.7512293566,1.1844417141,0.6541897886,0.7713080507000001,0.26741779590000003,0.0136615613,0.6932292093,-1.8429348233,0.1152394883,-0.2857146182,0.327542634,0.0044849453,1.1875190856,0.5758197618,1.111463856,-1.1934203294,exp1_1,exp2_1
SCO2599,-0.6332378544,-1.3688037567,0.4252594196,1.9532032247000002,0.440209946,0.10830825840000001,-0.190702271,-1.147535965,0.4132989984,-1.8915661584999999,1.2115329347000001,-0.6543217523,-0.058562285000000006,0.053852552000000005,-0.2780445483,0.4050786691,-0.2725608977,1.484591486,exp1_1,exp2_1
SCO2612,-0.5855180814000001,-2.1413740146,-0.7027401038000001,0.8264744607000001,0.4321822037,0.7811841339000001,0.4961214886,-0.0287134752,0.9223833881,-0.6641895388,0.010388814000000001,-1.9609440617,-0.9091763933,0.4210942465,0.3353089473,0.8399127073,1.0938105928,0.8337946859,exp1_1,exp2_1
SCO2617,0.6862468458000001,-1.0195966615,0.10506627700000001,1.012964571,0.6234165140000001,0.8606010164000001,0.5249823276,-1.6662254926,-1.1274553977,-1.4173255459,-0.2601977179,-1.5930718079,-0.0375256246,1.0155983179,1.0478598268,0.4563236278,-0.21236946680000002,1.0007083907,exp1_1,exp2_1
SCO2620,-1.1035344541,-1.3355850056,-0.3394060479,1.4980578338,0.8366498521,0.7829656484,0.4423846936,-1.0330013120000001,0.2514687917,-0.8188365246,0.0215429997,-0.2436465335,0.5049237607,0.1263853733,-0.0314402224,0.1376260798,-1.7101030311,2.013548098,exp1_1,exp2_1
SCO2640,-2.0485649115,-1.2592509677,0.1301079638,0.9287813615,0.6157596262,0.6823157427000001,0.5689623568000001,-0.0290027521,0.4108915802,-2.0053698885,-0.6080330701000001,-0.5879336365,-0.19950039700000002,0.2706778713,0.3318560378,0.7058814754,0.6263636069,1.4660580007,exp1_1,exp2_1
SCO2677,0.019463569700000002,-0.5898307856,0.27041668220000004,1.6272390496,0.7011116296000001,0.41702813650000004,0.11238095890000001,-1.9794027244999999,-0.5784065164000001,-0.5384094292,0.28025160250000003,-1.7339859421,-0.522857144,-0.5568858907,0.8296501580000001,0.48180315420000003,1.7665995319,-0.0061660407,exp1_1,exp2_1
SCO2789,-1.9734421903000001,-0.5717592739,-0.9170013715,1.2649286855,0.4311690197,0.15324913110000002,0.3690254421,0.2913459702,0.9524845871000001,-2.5344212802,-0.237338283,2.06327e-05,0.1993534287,0.2518946733,0.40212157400000004,0.5018086047,0.6950341128,0.721526537,exp1_1,exp2_1
SCO2792,-0.9892899393000001,-1.3692890669,0.3785716893,1.2366124241,0.6882506936,0.7998162738,0.45632951790000004,-1.4463707405,0.24536914810000002,-0.3557861493,-1.3223828511,-0.4724371941,-0.9879998418,-0.663525094,0.8211321366000001,0.54723948,1.7411849883000001,0.6925745255,exp1_1,exp2_1
SCO2828,-1.37217875,-1.3697905062,0.3091448934,1.4411724601,0.5861811755,0.09659119420000001,0.3879569392,-0.9231889134000001,0.8441115072,-1.3075381477999999,-0.552329838,0.6209222956,0.8669720931,0.7921135495,0.0375073191,1.0510077083,0.23980601070000002,-1.7484609904,exp1_1,exp2_1
SCO2831,-1.5517998233,-1.3737530494,0.4957380763,1.4331019741,0.3203096373,0.2836529486,0.3045996279,-0.7060776474,0.794228256,-1.9321936038,-0.4026211785,-0.5732095552,-0.250375638,0.28200684,-0.0038479194,0.4325648395,0.7489420784,1.6987341370000002,exp1_1,exp2_1
SCO2879,-0.4496928928,-1.7160861039,0.6796165171,1.2323035886,0.481606582,0.6535053168,0.48813438210000004,-1.4049276345,0.0355402448,-1.364532959,0.2393775283,-1.4758399703,-0.6435072843,0.6935156742,0.31384381170000003,1.1593800668,-0.1625926695,1.2403558021,exp1_1,exp2_1
SCO2882,-0.4194005836,-1.372881598,0.7994823626,1.5072208474000002,0.2883379012,0.1212329812,0.7208447531000001,-1.5498162192,-0.0950204447,-0.11640805530000001,-1.0879521013,-1.4852701141,-0.843616024,0.7521813232,0.5165456404000001,1.6910988900000001,0.4056156112,0.1678048298,exp1_1,exp2_1
SCO2901,0.3996195967,-2.3404632719,-0.3001982643,0.9775786261,0.2290172326,0.7512693676000001,0.6607456642,-0.4986540756,0.12108512460000001,0.046312826700000004,-2.6358783941,0.3042284978,0.24381759860000002,0.29829940190000004,0.5642522917,0.2583109441,0.4676080288,0.4530488045,exp1_1,exp2_1
SCO2910,-0.57505915,-1.892335244,-0.07358576800000001,1.1737384231,0.8630429581,0.8521413629,0.7204137535,-0.8030841842,-0.26527215130000004,0.1223877185,-0.3932030956,-1.5501648014,-0.6783046049,-0.5267234857,0.8953439222,0.7553732717,1.7766645006,-0.40137342540000004,exp1_1,exp2_1
SCO2951,-0.9353255193000001,-1.4172147457,0.040092769800000004,1.7837402603,0.5545735380000001,0.3846319268,0.3753200577,-1.1099230651,0.3241047776,0.1624024373,0.1633239567,-0.2642610494,-2.2562174054,-0.0857627397,-0.2015055776,0.5148836115000001,0.4645686518,1.5025681148999999,exp1_1,exp2_1
SCO2968,-1.2710258631,-1.55895213,-0.6784980628,1.1535578751,0.6466297758,0.9189924608000001,0.7288944235,-0.3983535868,0.45875510740000003,-2.0701747365,0.2623407647,-0.8449234032,-0.3050943049,0.4147408534,0.6465553804,-0.1313279507,1.3098550219,0.7180283748,exp1_1,exp2_1
SCO2969,-0.9690765103000001,-1.8277991783,-0.6283378004,1.1853700411,0.5161164315,0.8262956159,0.8171277582,-0.3471901653,0.42749380740000004,-2.5154754704,0.5267491108,-0.1808836569,0.24879785040000002,-0.23687145550000002,0.5953258818,0.2991537403,0.6665529628,0.5966510368,exp1_1,exp2_1
SCO2972,-0.0404718761,-1.7665671878,-0.0350353554,1.4994226028,0.3917315169,0.8212166496000001,0.3930906471,-1.2827168485,0.0193298513,-0.9038418382000001,0.4800819126,-0.7331012912,-0.28235638760000004,0.0854899877,0.24266762560000002,0.8588293175,-1.5321721215,1.7844027951,exp1_1,exp2_1
SCO3058,-0.7761747093,-1.0943840682000001,0.4014504773,1.7895448462,0.7447156913,0.37639462230000004,0.2486097616,-1.4150990126,-0.2750576086,-0.016680215800000002,0.6189837279,-1.3322322178000001,-1.6480791824,1.0383280463,-0.4783098045,0.49637490910000004,0.0696445173,1.2519702199,exp1_1,exp2_1
SCO3060,-0.4258065328,-1.7284647761,-0.1642423941,1.630569426,0.6789577898,0.6084043051,0.4139520177,-1.0676711626,0.054301327,0.6771461717,-2.4400539519,-0.5796197351,0.4711557542,0.3330342012,0.4415682946,0.1861485904,0.0848360807,0.8257845941,exp1_1,exp2_1
SCO3092,0.0828885194,-1.8022729171,-0.4494792522,1.7976013631,0.6448007137,0.400491064,0.27379094330000003,-0.7988988674,-0.14892156680000002,-2.2711963847,0.5728439237,0.111840011,0.6245658158,0.45883110530000004,-0.7306702962,-0.23744869940000002,0.3980719231,1.0731626014,exp1_1,exp2_1
SCO3122,-0.9629368515000001,-1.7641050352,-0.5856734253,1.4323021470000001,0.7185126599,0.737405351,0.3689978738,-0.4014696867,0.4569669669,-0.7664015182,-0.0923766077,-0.6753805313,-0.9811778985,-0.4343613779,-0.623861824,0.8287907699,0.6818772802,2.0628917075,exp1_1,exp2_1
SCO3123,-1.0103801487,-1.8085460158000002,-0.7211446819,1.2282049192,0.6794105189,0.7954590523,0.42162331880000004,-0.1931681483,0.6085411855,-1.3847959202,-0.0529401249,-1.1433779119,-0.2470845794,-0.5075444745000001,0.31771434120000003,0.1707606496,1.0562083857,1.7910596345,exp1_1,exp2_1
SCO3182,0.0486726004,-2.0123442091,-1.2710768074,0.7277601728,0.2987892166,0.5768518234000001,0.7836521541,-0.027480224100000002,0.8751752734,-0.1550198463,0.4392688091,-0.8062788116,-1.1943277138,-0.7180600542000001,-0.7113455117,0.6789779739,0.4648357207,2.0019494339,exp1_1,exp2_1
SCO3226,-0.7768854615,-2.0086041655,-0.3366115418,1.2357953144,-0.0168888144,0.4338678177,0.41290239300000003,-0.10599186960000001,1.1624163277,-1.7964064409,-0.4732279069,0.6730938399,0.9566142545,0.7999910827000001,0.4287916677,0.7090647119,0.0623384093,-1.3602596181,exp1_1,exp2_1
SCO3261,0.3234874115,-0.6314474272,-0.3907727931,1.5695609206,0.3351329583,0.6844993627,0.2536141306,-2.0560859875,-0.0879885759,0.591817836,-0.6843982056,-1.3945099559,-0.7493495746000001,-0.3326508453,-0.071800575,0.1073816199,2.0848286617,0.4486810389,exp1_1,exp2_1
SCO3304,-0.0084755691,-1.6773358043000002,-0.1294074702,2.0492272403,0.24641166860000002,0.2073413621,0.0101293387,-0.9070926188,0.2092018528,0.3774978664,-1.7870961000999999,-0.5826731052,0.5088729183,0.6478474276,0.8824749883,-0.8364813324,-0.5684070579,1.357964395,exp1_1,exp2_1
SCO3311,-0.6513019578,-2.1032570887,0.14898827180000002,1.5274473611000001,0.4789038358,0.5899645207,0.3106795631,-0.3475183197,0.0460938137,-0.9659545435,-1.5635556056,-1.3493536348,0.4038558414,0.6205654138000001,0.9444419611,0.9361272820000001,0.4136222899,0.5602509957,exp1_1,exp2_1
SCO3317,0.1688665242,-2.2974698984,-0.1062659105,1.4373502421,0.6029187385,0.254691418,0.0793458216,-0.3625086557,0.2230717203,-2.3451145374999998,-0.7367393427000001,0.1296148903,0.2286103495,0.274103239,0.7532705781,0.8388642194,0.1330700464,0.7243205575,exp1_1,exp2_1
SCO3318,0.2466265112,-2.1346486159999998,-0.14664661240000001,1.5460823662,0.6322632635000001,0.1791718977,0.07862634190000001,-0.6761016915,0.27462653940000004,0.370562918,0.065522361,-0.5881672809,1.8372557685,0.3655227364,0.5533242862000001,-0.0273922914,-0.8542012149,-1.722427283,exp1_1,exp2_1
SCO3323,1.7016720115,-0.6398299895,0.007960942700000001,0.8559244434000001,0.3204074242,0.0463704392,0.1748945238,-1.8593315049,-0.6080682904,0.9103263763,-0.7503063219,-1.0427675554,-1.7692943608,0.9199812176000001,0.25460174010000003,1.197557904,0.1950635523,0.08483744780000001,exp1_1,exp2_1
SCO3337,-2.2135978981,-0.8774488995,0.4498220328,1.2444089788000001,0.2278703719,0.12133357460000001,0.3432852355,0.0813822757,0.6229443283,-0.3279968614,1.0472620441,-0.9168622280000001,-0.08480579590000001,-0.0800535491,0.8699825758,0.2466117649,-1.9326033307000001,1.1784653802,exp1_1,exp2_1
SCO3345,-2.2064586211,-0.9450632981,-0.1520103622,0.9585715305,0.5312668115,0.5522986164,0.591797372,0.0752357248,0.5943622262,-1.8865433714000002,-0.9077590209,-0.4316291473,-0.1974570963,0.1042069978,0.2429227259,0.8094412605,1.3540191225,0.9127985292,exp1_1,exp2_1
SCO3381,-0.5741432875,-0.9415423178000001,-0.4141469356,2.4183810721,0.2376900536,-0.117857395,0.3443542882,-0.7222880578,-0.23044742040000002,-0.9272691703,-1.4095508503,0.0849007878,-0.6351313513,-0.1760172739,-0.4372178675,1.6953317052,0.996065649,0.8088883713,exp1_1,exp2_1
SCO3421,-0.5277791565000001,-2.0819271729,-0.1196344545,1.4604033377,0.46364696660000004,0.6029948779000001,0.3090697754,-0.5826045642000001,0.47583039050000003,-0.1211390559,-0.2483245185,-1.2029537123,-1.9232494914,1.0768931625,0.648512276,0.2713852326,0.7345681114,0.7643079957000001,exp1_1,exp2_1
SCO3580,-0.7316477428,-1.8076753896,-0.48963725420000004,1.5184371158999999,0.6445954468,0.7142883407,0.3842044148,-0.6412767376,0.4087118061,-2.5210519711,0.3256224083,-0.1526910312,-0.1315288479,0.5953200063,0.6542374486,0.3268248051,0.7682246634000001,0.13504251850000001,exp1_1,exp2_1
SCO3615,-1.4704220082,-1.5730773159,-0.07006632110000001,1.1480683942,0.7015646089,0.7845625173,0.5761316797,-0.5942636372,0.49750208230000004,-1.6777875382,-0.5791447190000001,-0.7837725381,-0.512960922,0.034718209800000004,0.531815184,0.9135010829,0.4436453924,1.6299858483,exp1_1,exp2_1
SCO3671,0.1600969012,0.008126585700000001,0.5956597623000001,1.0955396482,0.7267128152,0.4368593203,0.2783434669,-1.9451473097,-1.3561911901,-0.9085502349000001,-1.4107294206,-1.1435461669,1.1278222273,-0.0657758433,0.2381781236,0.47384732230000004,0.17610812380000002,1.5126458687,exp1_1,exp2_1
SCO3677,-0.45342157200000005,-1.9865319551,-1.1233263758,0.8894563018,0.5355829246,0.7841124930000001,0.6511542877000001,0.0180686792,0.6849052167,-0.8835065787,-1.8674312222,0.8748870023,0.6609060188,0.6356937579,0.9783219189000001,-0.7748999164,-0.3107357284,0.6867647479,exp1_1,exp2_1
SCO3768,0.0050952984,-1.0267026304,1.2247978907000001,1.2365419322,0.41893295010000003,0.3870562661,0.1829336406,-1.7660180027,-0.662637345,-0.9026240360000001,0.3115589789,-1.0536793106,-0.35904032810000003,1.5522932772,1.1260375379,0.886717186,-1.0691077591,-0.4921555463,exp1_1,exp2_1
SCO3792,-1.167145541,-1.6900126594,-0.4569742925,1.2270652577,0.6957100367,0.8122799787,0.666850488,-0.5311037216,0.4433304536,-1.4487129833,-0.40156223420000003,-0.8056946553000001,-0.4384880392,-0.2107081694,0.0954506121,0.1633601385,1.2246587056,1.8216966251,exp1_1,exp2_1
SCO3795,-0.835706695,-1.0746878913,-0.16868726,1.7726257459,0.631736062,0.5826303367,0.34528599790000003,-1.4429808309,0.18978453450000002,-0.9621716418,0.1363143707,0.0094699041,-2.0243324085,-0.3245107537,0.3951464415,0.6831033656000001,1.204441177,0.8825395451,exp1_1,exp2_1
SCO3817,-1.9091575449,-0.9118609616000001,1.4967663712000001,0.6522681113000001,0.1462263524,0.356529421,0.5093277443,-0.6128362859,0.2727367921,-0.5423214181,-0.008020153,-0.6988138244000001,-1.4132702612,0.6173529318000001,-0.956916929,0.2204547833,1.3347920702,1.4467428005,exp1_1,exp2_1
SCO3820,-0.25682848950000003,-1.6641808342000002,0.9228639172,1.5143440435,0.2191877448,0.5143831669,0.1974021048,-1.28075357,-0.1664180834,0.2047983069,0.3280526851,0.1467686441,-1.8417248962000001,-0.3545388205,0.4015673522,0.4004724529,-1.0091321868,1.7237364623,exp1_1,exp2_1
SCO3843,-0.20282814600000001,-1.8829717437,-0.5282613654,1.2684327341000001,0.2754830043,0.9021311569,0.6417845814,-0.9823542296000001,0.5085840079,-2.0258535997,-1.3596261271,0.1688385996,0.4476766615,0.8158595144,0.80419839,0.46379645100000005,0.1748406489,0.5102694613000001,exp1_1,exp2_1
SCO3844,0.2925166467,-0.8783383946000001,0.5195915637,1.4491795056,0.2144596439,0.6260329311,0.058345638400000004,-2.0704817093,-0.2113058256,-0.1097832484,-2.364412936,-0.2502479455,0.1454513842,0.8772381967,0.6768190556,-0.3581659446,0.7172454807,0.6658559573,exp1_1,exp2_1
SCO3858,0.4772616571,-2.1398845704,-0.5425534108,1.1520835236,0.3717417585,0.8077221779,0.5827815557,-0.66260599,-0.0465467018,-0.8022234339000001,-1.3060842726,-1.3580449216,-0.6167396627,0.7062099519,0.8790972022,0.7169169947,1.0557634088,0.7251047334,exp1_1,exp2_1
SCO3859,-0.8815148276,-1.6020182735000001,-0.7196039409,1.5552440174000002,0.24376583500000001,0.29233910100000005,0.7780717611,-0.5091197882,0.8428361158000001,-0.9475889595,-0.7165559312,0.42698838720000004,-0.720567882,0.8298435838,-0.6549932380000001,0.6199770545000001,-0.7803321144,1.9432290996,exp1_1,exp2_1
SCO3876,-1.6036072027000001,-1.6373515675,0.1325403662,1.2865976423,0.4041825028,0.4598607047,0.3653764833,-0.1458506434,0.7382517143,-0.2235239612,-0.5124151294,-1.7091133127,0.1438078552,1.3567681241,-0.3287492211,1.6351367663,-0.3507508664,-0.0111602548,exp1_1,exp2_1
SCO3877,-1.5407577529,-1.7292860339,-0.3522476687,0.8206241249,0.5864841631000001,0.7932571164000001,0.6095072021,0.12037622440000001,0.6920426246,-1.6041365257,-0.993004835,-0.8473476674,-0.23430829420000002,0.3373231477,0.205665003,0.8593828995,0.8364626557,1.4399636165,exp1_1,exp2_1
SCO3883,-0.4973914703,-1.127291057,-0.1732326186,1.7910595136,0.5680965733000001,0.6684753086,0.3166892821,-1.540777774,-0.0056277578,-0.1933106969,-0.4902813123,-0.8678334279000001,0.46037199100000004,-1.1523000174,0.6496690499000001,-1.0623404977,1.7472446577,0.9087802535,exp1_1,exp2_1
SCO3885,-0.22785738630000002,-1.7128589725999999,-0.15714302500000002,2.0350021739,-0.0510714831,0.17285732750000002,-0.1335715713,-0.5932149194,0.6678578563,-1.7180090398,-1.5766869932,-0.0415803794,0.637358404,0.4841771647,0.34812587040000004,0.37052656770000003,1.2688604166,0.22722798900000002,exp1_1,exp2_1
SCO3887,0.4940324862,-1.4169596137,-0.6974825083,1.4476251575,0.37792639250000004,0.6501095302000001,0.3969601783,-1.5368724645,0.2846608418,-1.1385320084,-0.026788801600000002,-1.1990569149,-0.9768940643,-0.097174909,-0.10239134130000001,1.3693571538,0.9150987937,1.2563820921,exp1_1,exp2_1
SCO3890,0.7815255531,-1.7996262185,0.5731322798,0.9524445975,0.6019234557,0.5877563692000001,0.3441738808,-0.9697091475,-1.0716207702,-1.1388639022,-1.5165541184,-0.6622099687,-0.2010969045,0.0257257824,1.1222316587,0.0793451451,1.2730319116,1.018390396,exp1_1,exp2_1
SCO3895,-0.1179258772,-1.9078854297,-0.20942009220000002,1.7718455463,0.3911146647,0.2580321701,0.3461993228,-0.8498795975000001,0.3179192927,-2.4049349219,-0.3447996849,0.6453731272000001,0.7110285801,0.34184692640000003,0.9686350445,0.2931915462,-0.0272695929,-0.1830710247,exp1_1,exp2_1
SCO3896,-0.43539595130000003,-2.117747445,-0.13769589270000002,1.6669664778,0.5223212914,0.3353933476,0.15077315630000002,-0.2369292456,0.2523142615,-0.7338788966,-0.5359146704000001,0.9397344638,1.3570336494,0.2942670824,0.7086456011000001,-0.2591636742,0.1696044715,-1.9403280271,exp1_1,exp2_1
SCO3899,-0.9973584883000001,-1.2273044234000001,-0.2736906841,1.9120214236000002,0.4200694398,0.44213248260000004,0.6583503021,-0.9801983439,0.0459782917,-1.4410459663,-1.2097775135,-0.7160495010000001,-0.17983381850000002,-0.008946131500000001,0.4434261163,0.4690251623,1.2725653476,1.3706363047,exp1_1,exp2_1
SCO3903,0.8691620748000001,-1.3715724574000001,0.1380248304,1.4843584617,0.1380248304,0.5095088025,0.3012884869,-1.5963557527,-0.4724392766,0.3507949993,-1.0210628241,0.17671000550000002,0.28862893770000003,0.3349781914,0.5214763762,0.26680574700000004,1.2500506056,-2.1683820386,exp1_1,exp2_1
SCO3906,-1.1917889191,-1.6615327905,-0.8125267655,1.1842017968,0.6943743666000001,0.7607558137,0.5041090721,-0.1292629525,0.6516703783000001,-1.4288374389,-0.5714139587,-1.2249050928,-0.6117466146,0.47303732270000004,0.6382253593,0.9941284301000001,0.3005882734,1.4309237194,exp1_1,exp2_1
SCO3908,-1.2735133547,-1.6590788230000002,-0.7078550888,1.1577394134,0.7186328431,0.7627868687,0.4474506381,-0.1307237296,0.6845612327,-0.8506081678,-0.047572742300000005,-1.4181495952,-1.1235813166,-0.1203893783,0.188367436,0.9893504318,0.9329532334,1.4496300989,exp1_1,exp2_1
SCO3909,-1.3887567003,-1.5823749179000002,-0.714738996,1.1588315745,0.7098636167,0.7239449416,0.470355367,-0.0563113301,0.6791864445,-1.2248901732,-0.9402984624,-1.2255909309,-0.3500362496,-0.21134228870000002,1.0549268472,0.8160525677,1.0109753252,1.0702033647,exp1_1,exp2_1
SCO3928,-2.5040076449,-0.2249955878,0.1700580149,-0.0507620414,0.1840339678,0.6893423102,0.8744460423,0.4675905238,0.3942944151,-0.8305287943,-1.1909052403,-1.037798345,-0.0369683684,-0.5025170431,0.49848231390000003,0.2212586384,1.1951962116,1.6837806271,exp1_1,exp2_1
SCO3941,-0.7336074267,-2.1311870237,-0.5643937535,0.97210818,0.440442997,0.7861820453,0.5083373721000001,-0.0421293302,0.7642469395,-1.4860441059,0.4930382434,0.14174520570000002,-0.8892406531,-0.8766098922000001,-0.2944107568,0.4665925877,0.6410549727,1.8038743985,exp1_1,exp2_1
SCO3961,-0.4371854007,-1.8256932404000001,-0.0633130546,1.6067251662,0.5110089229,0.7159630403,0.3263249929,-0.9923633123000001,0.15853288570000001,-0.2600036781,-0.4038421801,-1.5028813605,0.028346097,-1.0137766322,0.2728311841,0.5013043144,2.0041408235,0.3738814319,exp1_1,exp2_1
SCO3962,-0.0190272146,-2.1210587435,-0.18170989910000002,1.5564261513000002,0.40480398980000004,0.5674866744,0.0922819906,-0.6526334595000001,0.3534305105,-1.231854142,-1.1480667196,-1.1142294913,0.6917117203,-0.6335797202,0.8041802219,1.0760059557,0.6590023997000001,0.8968297755,exp1_1,exp2_1
SCO4009,0.017353216,-1.8813065045,0.6336647446,1.6029546941000001,0.2757838456,0.3920426112,-0.2095614831,-1.0751990392,0.24426791520000002,-1.6473661089,-1.7315084942999999,0.40894210610000004,0.7086206824,0.564300515,0.787389187,0.6757964377,0.4301471491,-0.1963214741,exp1_1,exp2_1
